data,dia_semana,hora,natureza,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2023-01-13,sexta-feira ,07:45:00,COM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA CONDE DA BOA VISTA,RUA,RUA OSVALDO CRUZ,,BOA VISTA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,09:00:00,COM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,AVENIDA,AVENIDA PROFESSOR JOSE DOS ANJOS,EM FRENTE AO SESC DE CASA AMARELA,CASA AMARELA,,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,09:04:00,COM VÍTIMA,CIDADE UNIVERSITARIA,AVENIDA,AVENIDA PROFESSOR ARTUR DE SA,,,PROX AO CEMITÉRIO DA VÁRZEA,CIDADE UNIVERSITÁRIA,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,09:24:00,COM VÍTIMA,ESPINHEIRO,RUA,RUA CONS PORTELA,AVENIDA,AVENIDA JOAO DE BARROS,PORTRÁS DA ESCOLA ITEPAN,ESPINHEIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,09:55:00,COM VÍTIMA,SANCHO,AVENIDA,AVENIDA LIBERDADE,,,EM FRENTE A FARMÁCIA DROGASIL,SANCHO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,02:26:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,,,EM FRENTE AO ANTIGO BOMPREÇO / SENTIDO BOA VIAGEM,IPSEP,337,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,03:02:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,RUA,RUA MANOEL CORIOLANO,RUA MANOEL CORIOLANO,PINA,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,06:52:00,COM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,CHESF,SAN MARTIN,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-14,sábado ,09:49:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA RECIFE,RUA,RUA SENADOR ALBERTO PASQUALINI,CRUZAMENTO C/A RUA SEN ALBERTO PASQUALINI - SENTIDO BOA VIAGEM - PRÓXIMO AO LAB CERPE.,ESTÂNCIA,259,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-15,domingo ,09:06:00,COM VÍTIMA,FUNDAO,AVENIDA,AVENIDA BEBERIBE,,,EM FRENTE A ACADEMIA DA CIDADE,FUNDÃO,,,TOMBAMENTO,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-15,domingo ,09:29:00,COM VÍTIMA,APIPUCOS,RUA,RUA DE APIPUCOS,RUA,RUA MANDACARU,PRÓXIMO AO FRENTE AO AÇUDE DE APIPUCOS,APIPUCOS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-15,domingo ,11:39:00,COM VÍTIMA,SAN MARTIN,RUA,RUA DELMIRO GOUVEIA,RUA,RUA QUINZE DE MARCO,EM FRENTE A CHESF,SAN MARTIN,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-15,domingo ,11:48:00,COM VÍTIMA,ENCRUZILHADA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,RUA,RUA JOSE DE SA CARNEIRO,ESQUINA COM A CONCESSIONÁRIA DA RENAULT REGENCE,ENCRUZILHADA,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,12:38:00,COM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA CAXANGA,AVENIDA,AVENIDA GENERAL SAN MARTIN,SEMÁFORO 080,CORDEIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,09:22:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA JOAQUIM RIBEIRO,RUA,RUA GASTAO VIDIGAL,UPA DA CAXANGÁ,VÁRZEA,,,ATROPELAMENTO DE ANIMAL,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,10:40:00,COM VÍTIMA,BOMBA DO HEMETERIO,RUA,RUA BOMBA DO HEMETERIO,,,EM FRENTE A FUNERARIA CANAA,BOMBA DO HEMETÉRIO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,11,0,1,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,12:09:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,,,PRÓX. À IGREJA DO PINA,PINA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,01:24:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA BEIRA RIO,,,EM FRENTE AO EDIFICIO QUATRO ESTAÇÕES,MADALENA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,07:01:00,COM VÍTIMA,TAMARINEIRA,AVENIDA,AVENIDA PROFESSOR JOSE DOS ANJOS,,,POR TRÁS DO NEXOS HOTEL,TAMARINEIRA,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,08:33:00,COM VÍTIMA,BARRO,RUA,RUA CAPITAO PONCIANO,,,EM FRENTE AO CLUBE UMUARAMA,BARRO,,,COLISÃO LATERAL,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-16,segunda-feira ,10:05:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA BEIRA RIO,,,E/F AO EDF REGIA - ESQUINA DO COLÉGIO EQUIPE,MADALENA,,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,12:34:00,SEM VÍTIMA,AFOGADOS,RUA,RUA COSME VIANA,,,COM A ESTRADA DO BONGI,AFOGADOS,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,07:54:00,COM VÍTIMA,JORDAO,AVENIDA,AVENIDA MARIA IRENE,,,PROX. BORRACHARIA ELSHADAY,JORDÃO,,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,08:21:00,SEM VÍTIMA,SAN MARTIN,RUA,RUA ARSENIO CALACA,RUA,RUA DELMIRO GOUVEIA,AO LADO DA CHESF,SAN MARTIN,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,10:40:00,COM VÍTIMA,CASA FORTE,PRC,PRC FLOR DE SANTANA,,,EM FRENTE AO CPOR,CASA FORTE,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,10:51:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,SOB O SEMAFORO,AFOGADOS,423,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,11:32:00,COM VÍTIMA,CAXANGA,AVENIDA,AVENIDA CAXANGA,,,EM FRENTE A IGREJA UNVERSAL,CAXANGÁ,,,ATROPELAMENTO DE PESSOA,1,1,0,0,1,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,11:44:00,COM VÍTIMA,JARDIM SAO PAULO,AVENIDA,AVENIDA LIBERDADE,,,EM FRENTE À LOTERIA LIBERDADE,JARDIM SÃO PAULO,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,12:16:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA HENRIQUE DIAS,PROX AO RESTAURANTE COCO BAMBU,DERBY,68,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,02:52:00,COM VÍTIMA,SANTO AMARO,RUA,RUA DO POMBAL,,,EM FRENTE A POLICLINICA WALDEMAR DE OLIVEIRA,SANTO AMARO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-17,terça-feira ,05:48:00,COM VÍTIMA,TEJIPIO,RUA,RUA FALCAO DE LACERDA,,,EM FRENTE AO CONDOMINIO MONTEIRO LOBATO,TEJIPIÓ,,,CHOQUE,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-18,quarta-feira ,07:30:00,SEM VÍTIMA,LINHA DO TIRO,RUA,RUA URIEL DE HOLANDA,,,EM FRENTE AO CAMPO DO CAFÉ,LINHA DO TIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-18,quarta-feira ,08:53:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA CAXANGA,,,EM FRENTE AO CERPE,MADALENA,268,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2023-01-18,quarta-feira ,03:54:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,LADO OPOSTO AO SENAI/  SENTIDO SUBURBIO,SANTO AMARO,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-18,quarta-feira ,04:12:00,SEM VÍTIMA,ESPINHEIRO,RUA,RUA SANTO ELIAS,,,AO LADO DO EDIFICIO SÃO GERALDO,ESPINHEIRO,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-18,quarta-feira ,10:13:00,SEM VÍTIMA,AREIAS,AVENIDA,AVENIDA RECIFE,,,E/F AO ATACADÃO DA AV RECIFE E A EMPRESA BRINCS - SENTIDO CEASA,AREIAS,,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-01-19,quinta-feira ,07:53:00,COM VÍTIMA,CAMPO GRANDE,RUA,RUA PROFESSOR FRANCISCO DA TRINDADE,RUA,RUA SAO CAETANO,PROX A EMPRESA RPL E AO CLUBE DAS PAZ,CAMPO GRANDE,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-19,quinta-feira ,08:50:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA RECIFE,AVENIDA,AVENIDA IZABEL DE GOES,PROX. AO ANTIGO MAKRO,ESTÂNCIA,,CIDADE,QUEDA,0,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-19,quinta-feira ,09:06:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA AFONSO OLINDENSE,,,EM FRENTE À UPINHA 24HS VILA ARRAES,VÁRZEA,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-19,quinta-feira ,06:24:00,SEM VÍTIMA,LINHA DO TIRO,RUA,RUA PROFESSOR JOSE AMARINO DOS REIS,,,PROX AO BAR DO ZAQUEU,LINHA DO TIRO,,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
2023-01-19,quinta-feira ,07:20:00,SEM VÍTIMA,ENCRUZILHADA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,NA ENTRADA PARA O CISAM,ENCRUZILHADA,56,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-01-19,quinta-feira ,09:59:00,VÍTIMA FATAL,SAO JOSE,RUA,RUA IMPERIAL,,,,SÃO JOSÉ,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
2023-01-19,quinta-feira ,10:36:00,COM VÍTIMA,MADALENA,RUA,RUA REAL DA TORRE,RUA,RUA JOSE OSORIO,,MADALENA,179,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-20,sexta-feira ,08:24:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,RUA,RUA MANOEL DE BRITO,,PINA,103,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-20,sexta-feira ,03:20:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA HENRIQUE DIAS,NO SEMAFORO 078 S/T OLNDA,DERBY,,,COLISÃO LATERAL,2,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-20,sexta-feira ,03:31:00,COM VÍTIMA,SAO JOSE,CAIS,CAIS SANTA RITA,,,NA SUBIDA DO VIADUTO DAS CINCO PONTAS  PROX AO  BATALHAO  DO 16 DE POLICIA,SÃO JOSÉ,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-20,sexta-feira ,03:41:00,SEM VÍTIMA,ARRUDA,RUA,RUA DAS MOCAS,,,NO SEMAFORO 472,ARRUDA,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-20,sexta-feira ,04:17:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,RUA,RUA PEDRO CABRAL DE OLIVEIRA,E/F  AO CARTORIO DE AFOGADOS,AFOGADOS,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-20,sexta-feira ,06:27:00,COM VÍTIMA,ENCRUZILHADA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,EM FRENTE LOJA DE MOVEIS FRENTE JACAUNA,ENCRUZILHADA,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-21,sábado ,12:53:00,COM VÍTIMA,IPSEP,RUA,RUA PINTOR ANTONIO ALBUQUERQUE,,,PROX. AO POSTO SHEL,IPSEP,,,COLISÃO LATERAL,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-21,sábado ,11:17:00,COM VÍTIMA,SAO JOSE,VIADUTO,VIADUTO DAS CINCO PONTAS,,,,SÃO JOSÉ,,SUBURBIO,QUEDA,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-21,sábado ,06:05:00,COM VÍTIMA,COHAB,RUA,RUA RIO XINGU,,,,COHAB,351,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-21,sábado ,10:57:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,UPE,SANTO AMARO,465,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-21,sábado ,11:38:00,COM VÍTIMA,MONTEIRO,AVENIDA,AVENIDA DEZESSETE DE AGOSTO,,,EM FRENTE AO POSTO DISLUB / PRÓX. AO CENTRO MÉDICO HERMÍNIO DE MORAIS,MONTEIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-22,domingo ,07:08:00,COM VÍTIMA,IBURA,AVENIDA,AVENIDA RECIFE,,,AO LADO DA FARMÁCIA PAGUE MENOS, EM FRENTE AO POSTO SHELL,IBURA,16,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-01-22,domingo ,12:32:00,COM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA CAXANGA,,,NO SEMÁFORO 609,IPUTINGA,609,SUBURBIO,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2023-01-22,domingo ,03:21:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA CAPITAO GREGORIO DE CALDAS,RUA,RUA JORNALISTA VILMA LESSA,FRIGORIFICO BOI QUENTE,AREIAS,569,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-22,domingo ,07:23:00,SEM VÍTIMA,IPSEP,RUA,RUA RIO JORDAO,,,E/F À IGREJA IABV,IPSEP,,,CHOQUE,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-23,segunda-feira ,08:03:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,PRÓX. AO CEMITÉRIO DOS INGLESES,SANTO AMARO,,CIDADE,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-23,segunda-feira ,09:17:00,SEM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA VISCONDE DE SUASSUNA,RUA,RUA AFONSO PENA,,BOA VISTA,,SUBURBIO,,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-23,segunda-feira ,09:32:00,COM VÍTIMA,CABANGA,RUA,RUA JITO,RUA,RUA DILERMANO REIS,PROX A ESTAÇÃO DE TRATAMENTO DA COMPESA,CABANGA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-23,segunda-feira ,11:57:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA BEIRA RIO,RUA,RUA JANUARIO BARBOSA,PROX AO COLEGIO EQUIPE,MADALENA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-23,segunda-feira ,01:28:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,,,APÓS O CAXANGÁ GOLF CLUB,VÁRZEA,,SUBURBIO,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-23,segunda-feira ,02:54:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,RUA,RUA DR TAVARES CORREIA,RUA  JORNALISTA CLEOFHAS DE OLIVEIRA  -  LADO OPOSTO AO GERALDÃO  E EM FRENTE A CENTER AÇO/ SENTIDO AEROPORTO,IMBIRIBEIRA,289,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-24,terça-feira ,08:33:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA PRESIDENTE DUTRA,,,EM FRENTE AO RESTAURANTE SAL E BRASA,IPSEP,,,ATROPELAMENTO DE PESSOA,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-24,terça-feira ,11:37:00,COM VÍTIMA,APIPUCOS,RUA,RUA DE APIPUCOS,,,,APIPUCOS,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-24,terça-feira ,12:49:00,COM VÍTIMA,IBURA,RUA,RUA RIO XINGU,AVENIDA,AVENIDA DOIS RIOS,ACADEMIA MOTIVO,IBURA,351,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-24,terça-feira ,01:41:00,COM VÍTIMA,SAO JOSE,AVENIDA,AVENIDA SUL,1PR,1PR DIAS COELHO,FENIX CROMAGEM,SÃO JOSÉ,260,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-24,terça-feira ,02:58:00,COM VÍTIMA,BAIRRO DO RECIFE,AVENIDA,AVENIDA ALFREDO LISBOA,,,SUPERITENDÊNCIA DO MINISTERIO DA ECONOMIA,BAIRRO DO RECIFE,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,3,0,,,,,,,,,,,,,
2023-01-24,terça-feira ,05:04:00,COM VÍTIMA,VARZEA,AVENIDA,AVENIDA PROFESSOR ARTUR DE SA,,,EM FRENTE A GALERIA PRAZERES CENTER,VÁRZEA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-24,terça-feira ,05:41:00,VÍTIMA FATAL,GUABIRABA,EST,EST DOS MACACOS,,,PRÓXIMO AO HOTEL GALANTE E AO CAMPO DO VAL,GUABIRABA,,,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
2023-01-25,quarta-feira ,12:53:00,COM VÍTIMA,TAMARINEIRA,RUA,RUA CONEGO BARATA,,,E/F À LOJA FERREIRA COSTA,TAMARINEIRA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,08:27:00,COM VÍTIMA,BOA VISTA,RUA,RUA DA AURORA,,,PRÓX. AO TRIBUNAL DE CONTAS,BOA VISTA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,11:38:00,SEM VÍTIMA,IBURA,AVENIDA,AVENIDA RECIFE,AVENIDA,AVENIDA DOM HELDER CAMARA,,IBURA,55,SUBURBIO,,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,12:55:00,SEM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA CAXANGA,RUA,RUA MANOEL JOAQUIM DE ALMEIDA,POSTO IPUTINGA,IPUTINGA,533,CIDADE,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,01:08:00,COM VÍTIMA,TORRE,RUA,RUA MARQUES DE MARICA,PRC,PRC PROFESSOR BARRETO CAMPELLO,AO LADO DA PRAÇA DA TORRE,TORRE,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,02:15:00,SEM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,AVENIDA,AVENIDA DOM HELDER CAMARA,,IPSEP,55,SUBURBIO,,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,03:17:00,COM VÍTIMA,BONGI,RUA,RUA JOAO IVO DA SILVA,RUA,RUA PADRE TEOFILO TWORZ,AO LADO DA TUPAN,BONGI,503,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,03:48:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA ANTONIO FALCAO,RUA,RUA FRANCISCO DA CUNHA,NO SEMÁFORO 227,BOA VIAGEM,227,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,03:55:00,COM VÍTIMA,IPUTINGA,RUA,RUA MAURICIO DE NASSAU,RUA,RUA ALVARES PIRES,CRECHE MUNICIPAL ELUTANO CONQUISTA  / POR TRÁS DA EXPOSIÇÃO DE ANIMAIS,IPUTINGA,,,COLISÃO LATERAL,1,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,04:12:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA PROFESSOR MARIO CASTRO,RUA,RUA PROFESSOR AUGUSTO LINS E SILVA,EM FRENTE AO COLEGIO MADRE DE DEUS,BOA VIAGEM,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,05:26:00,COM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA GENERAL SAN MARTIN,RUA,RUA NISSIN BENSOUSSAN,E/F AO HOSPITAL GETULIO VARGAS,CORDEIRO,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-25,quarta-feira ,10:24:00,COM VÍTIMA,DOIS IRMAOS,RUA,RUA DOIS IRMAOS,AVENIDA,AVENIDA DA RECUPERACAO,EMBAIXO DO VIADUTO DA BR-101,DOIS IRMÃOS,,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-26,quinta-feira ,04:00:00,COM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,SEMÁFORO 596,CASA AMARELA,,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,
2023-01-26,quinta-feira ,05:18:00,COM VÍTIMA,ENCRUZILHADA,AVENIDA,AVENIDA BEBERIBE,RUA,RUA FERNANDO CESAR,EM FRENTE AO BANCO DO BRASIL,ENCRUZILHADA,238,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-26,quinta-feira ,08:22:00,COM VÍTIMA,MANGUEIRA,RUA,RUA ALEXANDRE RODRIGUES FERREIRA,,,IGREJA EVANGELICA,MANGUEIRA,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-27,sexta-feira ,06:55:00,COM VÍTIMA,CAXANGA,AVENIDA,AVENIDA CAXANGA,,,EM FRENTE AO ARCOMIX,CAXANGÁ,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-27,sexta-feira ,09:09:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,PRC,PRC DA PAZ,EM FRENTE A MUNDO SHOPPING MODA,AFOGADOS,53,,ATROPELAMENTO DE PESSOA,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-27,sexta-feira ,10:12:00,COM VÍTIMA,CORDEIRO,EST,EST DO FORTE DO ARRAIAL N. DO B. JESUS,,,EM FRENTE AO ESPETINHO DA BENÉ,CORDEIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
